time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],"Fuel Port Diameter [,]",Oxidizer Mass Flux [kg/m^3],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
t,Pc,Pt,mox,Mox,Vox,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
7.7,993194.895,1569336.205,0.66355553,8.217135,0.003094845,0.243447863,2.634856954,0.112052809,67.28866245,0.001591269,0.0377,36465.61249,1.676769139,1221.331489,2.726626082,2348.977751,27648.6576
7.71,992564.8626,1567919.036,0.663102157,8.223768386,0.00308927,0.243315751,2.637290786,0.112108412,67.17600323,0.001589617,0.0377,36442.41776,1.676768801,1221.345909,2.726241863,2347.487205,27672.1353
7.72,991935.9203,1566505.03,0.662649577,8.230397045,0.0030837,0.243183832,2.63972327,0.112164017,67.06361104,0.001587967,0.0377,36419.26397,1.676768467,1221.360283,2.72585838,2345.999245,27695.60736
7.73,991308.007,1565093.872,0.66219783,8.23702138,0.003078133,0.243052118,2.642154464,0.112219625,66.95148962,0.001586321,0.0377,36396.14882,1.676768138,1221.374615,2.725475558,2344.513724,27719.05529
7.74,990681.1777,1563685.857,0.66174687,8.243641005,0.003072571,0.242920597,2.644584313,0.112275236,66.83963352,0.001584677,0.0377,36373.07433,1.676767813,1221.388901,2.725093468,2343.030774,27742.49764
7.75,990055.3718,1562280.671,0.66129674,8.250256321,0.003067011,0.242789278,2.647012876,0.11233085,66.72804645,0.001583036,0.0377,36350.0382,1.676767491,1221.403145,2.724712036,2341.550251,27765.91591
7.76,989430.6439,1560878.606,0.660847392,8.256866942,0.003061456,0.242658152,2.649440099,0.112386466,66.61672301,0.001581398,0.0377,36327.04246,1.676767174,1221.417343,2.724331331,2340.072283,27789.32865
7.77,988806.9339,1559479.353,0.660398868,8.263473271,0.003055905,0.242527228,2.65186604,0.112442086,66.50566688,0.001579763,0.0377,36304.08481,1.67676686,1221.4315,2.723951281,2338.596727,27812.71737
7.78,988184.2959,1558083.2,0.659951123,8.270074922,0.003050357,0.242396494,2.654290644,0.112497708,66.3948727,0.001578131,0.0377,36281.16727,1.67676655,1221.445612,2.723571954,2337.123713,27836.1006
7.79,987562.6701,1556689.84,0.659504197,8.276672297,0.003044813,0.242265962,2.65671397,0.112553333,66.28434412,0.001576502,0.0377,36258.28756,1.676766243,1221.459683,2.723193278,2335.653098,27859.45985
7.8,986942.1106,1555299.561,0.659058044,8.283265008,0.003039273,0.24213562,2.659135964,0.11260896,66.17407583,0.001574875,0.0377,36235.44768,1.676765939,1221.47371,2.722815321,2334.185009,27882.81367
7.81,986322.5578,1553912.056,0.658612706,8.28985346,0.003033737,0.242005478,2.661556684,0.112664591,66.06407143,0.001573252,0.0377,36212.64538,1.676765639,1221.487695,2.722438011,2332.719307,27906.14356
7.82,985704.0654,1552527.612,0.658168136,8.296437265,0.003028204,0.241875525,2.663976074,0.112720224,65.95432568,0.001571631,0.0377,36189.88264,1.676765341,1221.501636,2.722061417,2331.256116,27929.46806
7.83,985086.5742,1551145.923,0.657724377,8.303016826,0.003022675,0.24174577,2.666394195,0.11277586,65.84484214,0.001570013,0.0377,36167.15721,1.676765046,1221.515537,2.721685467,2329.795298,27952.76869
7.84,984470.1376,1549767.275,0.657281383,8.309591755,0.00301715,0.241616204,2.66881099,0.112831499,65.7356156,0.001568397,0.0377,36144.47107,1.676764753,1221.529394,2.721310228,2328.336979,27976.06398
7.85,983854.6969,1548391.365,0.656839193,8.316162456,0.003011628,0.241486836,2.671226519,0.112887141,65.62664961,0.001566785,0.0377,36121.822,1.676764463,1221.543211,2.720935629,2326.881018,27999.33543
7.86,983240.305,1547018.477,0.656397764,8.322728542,0.00300611,0.241357655,2.673640728,0.112942785,65.517939,0.001565175,0.0377,36099.21194,1.676764176,1221.556985,2.720561738,2325.427542,28022.6016
7.87,982626.9035,1545648.308,0.655957136,8.329290414,0.003000596,0.241228671,2.676053673,0.112998432,65.40948728,0.001563568,0.0377,36076.63871,1.67676389,1221.570719,2.720188483,2323.976412,28045.84399
7.88,982014.5452,1544281.141,0.655517262,8.335847687,0.002995086,0.241099873,2.678465302,0.113054082,65.30128933,0.001561964,0.0377,36054.10423,1.676763607,1221.58441,2.719815932,2322.527753,28069.08114
7.89,981403.172,1542916.675,0.655078186,8.342400762,0.002989579,0.24097127,2.680875671,0.113109735,65.19334863,0.001560363,0.0377,36031.60632,1.676763326,1221.598061,2.719444015,2321.081426,28092.29455
7.9,980792.8364,1541555.193,0.65463986,8.348949253,0.002984076,0.240842853,2.683284728,0.11316539,65.0856601,0.001558765,0.0377,36009.14691,1.676763046,1221.61167,2.719072797,2319.637556,28115.50278
7.91,980183.4805,1540196.395,0.654202326,8.355493562,0.002978577,0.240714631,2.685692529,0.113221048,64.97822718,0.001557169,0.0377,35986.72382,1.676762768,1221.62524,2.718702209,2318.196006,28138.68731
7.92,979575.1566,1538840.56,0.653765538,8.362033302,0.002973081,0.240586593,2.688099021,0.113276709,64.87104485,0.001555576,0.0377,35964.33898,1.676762491,1221.638769,2.718332316,2316.7569,28161.86671
7.93,978967.8072,1537487.392,0.653329538,8.368568875,0.002967589,0.240458749,2.690504262,0.113332373,64.76411653,0.001553986,0.0377,35941.99021,1.676762216,1221.652258,2.717963051,2315.3201,28185.02246
7.94,978361.4842,1536137.169,0.65289428,8.375099895,0.002962101,0.240331089,2.692908197,0.11338804,64.65743721,0.001552398,0.0377,35919.67944,1.676761942,1221.665706,2.717594477,2313.885731,28208.17312
7.95,977756.1305,1534789.594,0.652459805,8.381626763,0.002956616,0.240203621,2.695310884,0.113443709,64.5510103,0.001550813,0.0377,35897.40451,1.67676167,1221.679115,2.717226526,2312.453655,28231.30018
7.96,977151.7977,1533444.946,0.652026068,8.388149094,0.002951135,0.240076336,2.69771227,0.113499381,64.44483084,0.001549231,0.0377,35875.16732,1.676761398,1221.692484,2.716859264,2311.023997,28254.4222
7.97,976548.4291,1532102.93,0.651593109,8.394667287,0.002945658,0.239949242,2.700112411,0.113555056,64.33890219,0.001547652,0.0377,35852.96574,1.676761127,1221.705814,2.716492621,2309.59662,28277.52067
7.98,975946.0758,1530763.821,0.651160884,8.401180959,0.002940184,0.23982233,2.702511255,0.113610734,64.23321944,0.001546075,0.0377,35830.80165,1.676760857,1221.719104,2.716126663,2308.171646,28300.61414
7.99,975344.6817,1529427.327,0.650729433,8.407690508,0.002934714,0.239695609,2.704908859,0.113666415,64.12778592,0.001544501,0.0377,35808.67293,1.676760588,1221.732356,2.715761321,2306.748941,28323.68411
8,974744.2974,1528093.722,0.650298712,8.41419555,0.002929247,0.239569069,2.707305168,0.113722098,64.02259678,0.00154293,0.0377,35786.58147,1.676760319,1221.745568,2.71539666,2305.328627,28346.74912
8.01,974144.8672,1526762.715,0.649868759,8.420696485,0.002923784,0.239442718,2.709700241,0.113777784,63.9176553,0.001541362,0.0377,35764.52515,1.67676005,1221.758743,2.715032612,2303.910569,28369.79069
8.02,973546.4415,1525434.579,0.649439533,8.427192927,0.002918325,0.239316547,2.712094023,0.113833473,63.81295666,0.001539796,0.0377,35742.50583,1.676759782,1221.771878,2.714669241,2302.494889,28392.82734
8.03,972948.9647,1524109.023,0.649011071,8.433685278,0.00291287,0.239190565,2.714486572,0.113889165,63.70850415,0.001538233,0.0377,35720.52143,1.676759514,1221.784976,2.71430648,2301.081453,28415.84059
8.04,972352.4871,1522786.321,0.648583331,8.440173151,0.002907418,0.239064762,2.716877835,0.113944859,63.60429296,0.001536672,0.0377,35698.57381,1.676759246,1221.798034,2.713944392,2299.670381,28438.84898
8.05,971756.9535,1521466.183,0.648156351,8.446656947,0.002901969,0.238939147,2.719267868,0.114000556,63.50032636,0.001535114,0.0377,35676.66088,1.676758978,1221.811057,2.71358291,2298.261542,28461.83401
8.06,971162.4138,1520148.88,0.647730089,8.45313628,0.002896524,0.23881371,2.721656618,0.114056256,63.39659958,0.001533559,0.0377,35654.78448,1.67675871,1221.82404,2.713222099,2296.855054,28484.81422
8.07,970568.8131,1518834.124,0.647304583,8.459611551,0.002891083,0.23868846,2.724044143,0.114111959,63.29311586,0.001532007,0.0377,35632.94255,1.676758441,1221.836987,2.71286189,2295.450786,28507.77112
8.08,969976.201,1517522.186,0.64687979,8.466082374,0.002885645,0.238563386,2.726430388,0.114167665,63.18987047,0.001530457,0.0377,35611.13693,1.676758173,1221.849896,2.712502347,2294.048857,28530.72324
8.09,969384.523,1516212.779,0.646455749,8.47254915,0.002880211,0.238438499,2.728815411,0.114223373,63.08686663,0.00152891,0.0377,35589.36556,1.676757903,1221.862769,2.712143405,2292.649136,28553.6521
8.1,968793.8283,1514906.172,0.646032418,8.479011492,0.00287478,0.238313788,2.731199159,0.114279084,62.98409965,0.001527365,0.0377,35567.63026,1.676757634,1221.875604,2.711785125,2291.251742,28576.57623
8.11,968204.0629,1513602.08,0.645609834,8.485469801,0.002869353,0.238189262,2.733581688,0.114334798,62.88157271,0.001525823,0.0377,35545.92901,1.676757363,1221.888404,2.711427441,2289.856544,28599.47714
8.12,967615.2756,1512300.77,0.645187956,8.491923691,0.00286393,0.238064912,2.735962944,0.114390515,62.77928116,0.001524284,0.0377,35524.2636,1.676757092,1221.901166,2.711070417,2288.463659,28622.37337
8.13,967027.4127,1511001.959,0.644766821,8.498373562,0.00285851,0.237940745,2.738342987,0.114446235,62.67722817,0.001522747,0.0377,35502.63201,1.67675682,1221.913893,2.710713985,2287.072959,28645.24642
8.14,966440.5228,1509705.913,0.644346387,8.50481903,0.002853093,0.237816754,2.74072176,0.114501957,62.57540911,0.001521213,0.0377,35481.03605,1.676756546,1221.926583,2.71035821,2285.68456,28668.11484
8.15,965854.5525,1508412.349,0.643926692,8.511260492,0.00284768,0.237692945,2.743099322,0.114557682,62.47382713,0.001519681,0.0377,35459.47371,1.676756272,1221.939239,2.710003024,2284.298335,28690.96012
8.16,965269.5501,1507121.534,0.643507696,8.517697566,0.002842271,0.23756931,2.745475619,0.11461341,62.37247764,0.001518152,0.0377,35437.94677,1.676755997,1221.951857,2.709648491,2282.914398,28713.80081
8.17,964685.4625,1505833.186,0.643089434,8.524130649,0.002836865,0.237445857,2.747850709,0.114669141,62.27136376,0.001516626,0.0377,35416.45323,1.67675572,1221.964442,2.709294544,2281.532623,28736.61842
8.18,964102.3378,1504547.568,0.642671865,8.530559357,0.002831463,0.237322577,2.750224537,0.114724874,62.17048095,0.001515102,0.0377,35394.99489,1.676755443,1221.97699,2.708941246,2280.153124,28759.43147
8.19,963520.1231,1503264.402,0.642255028,8.536984089,0.002826064,0.237199478,2.752597161,0.11478061,62.06983228,0.001513581,0.0377,35373.56974,1.676755163,1221.989505,2.708588532,2278.775776,28782.22149
8.2,962938.8662,1501983.95,0.64183888,8.54340446,0.002820669,0.237076551,2.754968527,0.114836349,61.96941327,0.001512062,0.0377,35352.17957,1.676754883,1222.001983,2.708236463,2277.400692,28805.007
8.21,962358.5147,1500705.933,0.641423459,8.549820869,0.002815277,0.236953805,2.757338693,0.114892091,61.86922696,0.001510546,0.0377,35330.8224,1.6767546,1222.014429,2.707884975,2276.027747,28827.76951
8.22,961779.116,1499430.614,0.641008724,8.556232931,0.002809888,0.236831229,2.759707604,0.114947836,61.76926889,0.001509032,0.0377,35309.49999,1.676754316,1222.026838,2.707534128,2274.657054,28850.52756
8.23,961200.6179,1498157.715,0.640594711,8.562641046,0.002804503,0.236708833,2.762075318,0.115003583,61.66954209,0.001507521,0.0377,35288.21038,1.676754031,1222.039215,2.707183859,2273.288489,28873.26266
8.24,960623.0678,1496887.497,0.640181381,8.569044828,0.002799122,0.236586608,2.764441781,0.115059333,61.57004213,0.001506013,0.0377,35266.95532,1.676753743,1222.051557,2.706834228,2271.922164,28895.99334
8.25,960046.4137,1495619.683,0.639768769,8.575444676,0.002793744,0.236464561,2.766807051,0.115115086,61.47077202,0.001504507,0.0377,35245.73286,1.676753454,1222.063866,2.706485172,2270.557956,28918.70111
8.26,959470.7025,1494354.535,0.639356836,8.581840205,0.00278837,0.236342683,2.769171073,0.115170842,61.37172737,0.001503004,0.0377,35224.54475,1.676753163,1222.07614,2.70613675,2269.195976,28941.4045
8.27,958895.8828,1493091.775,0.638945617,8.588231815,0.002782998,0.236220983,2.771533905,0.115226601,61.27291115,0.001501503,0.0377,35203.38905,1.676752869,1222.088383,2.7057889,2267.836101,28964.08503
8.28,958322.0012,1491831.664,0.638535073,8.59461912,0.002777631,0.236099452,2.773895493,0.115282362,61.17431902,0.001500004,0.0377,35182.2675,1.676752574,1222.10059,2.705441681,2266.478444,28986.76123
8.29,957749.0064,1490573.927,0.638125239,8.601002519,0.002772267,0.235978098,2.776255895,0.115338126,61.07595393,0.001498508,0.0377,35161.17816,1.676752276,1222.112767,2.705095031,2265.122881,29009.41461
8.3,957176.9449,1489318.823,0.637716076,8.607381627,0.002766906,0.235856911,2.778615056,0.115393893,60.97781155,0.001497015,0.0377,35140.12276,1.676751976,1222.124909,2.704749009,2263.769523,29032.0637
8.31,956605.7657,1488066.078,0.63730762,8.613756842,0.002761549,0.2357359,2.780973033,0.115449663,60.87989482,0.001495524,0.0377,35119.09939,1.676751674,1222.13702,2.704403552,2262.418249,29054.69001
8.32,956035.5149,1486815.949,0.636899831,8.620127781,0.002756195,0.235615057,2.783329774,0.115505435,60.78219946,0.001494036,0.0377,35098.10977,1.67675137,1222.149097,2.70405872,2261.069168,29077.31207
8.33,955466.142,1485568.165,0.636492745,8.626494841,0.002750845,0.235494388,2.785685335,0.11556121,60.68472837,0.00149255,0.0377,35077.15198,1.676751063,1222.161144,2.70371445,2259.722161,29099.9114
8.34,954897.6927,1484322.981,0.636086322,8.632857639,0.002745498,0.235373886,2.788039663,0.115616988,60.58747729,0.001491067,0.0377,35056.22775,1.676750753,1222.173157,2.703370802,2258.377335,29122.50652
8.35,954330.1168,1483080.127,0.635680599,8.63921657,0.002740154,0.235253557,2.790392814,0.115672769,60.49044912,0.001489586,0.0377,35035.33517,1.676750441,1222.18514,2.703027713,2257.034571,29145.07895
8.36,953763.4599,1481839.857,0.635275535,8.645571253,0.002734814,0.235133394,2.792744734,0.115728553,60.39363964,0.001488107,0.0377,35014.47595,1.676750127,1222.19709,2.702685243,2255.693979,29167.64722
8.37,953197.6718,1480601.903,0.634871166,8.651922083,0.002729477,0.235013405,2.795095482,0.115784339,60.2970517,0.001486631,0.0377,34993.64821,1.676749809,1222.20901,2.702343329,2254.355437,29190.19283
8.38,952632.798,1479366.517,0.634467453,8.658268678,0.002724144,0.23489358,2.797445003,0.115840129,60.20068113,0.001485158,0.0377,34972.85363,1.67674949,1222.220898,2.702002029,2253.019056,29212.73433
8.39,952068.7886,1478133.433,0.634064431,8.664611435,0.002718814,0.234773927,2.799793354,0.115895921,60.10453075,0.001483686,0.0377,34952.09035,1.676749167,1222.232756,2.701661284,2251.684715,29235.25322
8.4,951505.6889,1476902.902,0.633662062,8.670949969,0.002713487,0.234654438,2.802140482,0.115951715,60.00859643,0.001482218,0.0377,34931.36004,1.676748841,1222.244582,2.70132115,2250.352522,29257.76804
8.41,950943.4492,1475674.658,0.633260381,8.677284678,0.002708164,0.234535121,2.804486443,0.116007513,59.91288097,0.001480751,0.0377,34910.66086,1.676748513,1222.256379,2.700981567,2249.022361,29280.26028
8.42,950382.1145,1474448.952,0.632859348,8.683615179,0.002702844,0.234415967,2.806831185,0.116063313,59.81738027,0.001479288,0.0377,34889.99447,1.676748182,1222.268144,2.700642592,2247.694336,29302.74849
8.43,949821.6356,1473225.518,0.632458999,8.689941868,0.002697528,0.234296984,2.809174763,0.116119117,59.7220971,0.001477826,0.0377,34869.35903,1.676747848,1222.27988,2.700304165,2246.368332,29325.21417
8.44,949262.0571,1472004.607,0.632059296,8.696264361,0.002692215,0.234178163,2.811517125,0.116174922,59.62702739,0.001476367,0.0377,34848.75619,1.676747511,1222.291584,2.699966343,2245.044453,29347.67586
8.45,948703.3299,1470785.955,0.631660272,8.702583056,0.002686905,0.234059511,2.813858327,0.116230731,59.5321739,0.001474911,0.0377,34828.18414,1.67674717,1222.303261,2.699629067,2243.722585,29370.11507
8.46,948145.4986,1469569.809,0.631261891,8.708897569,0.002681599,0.233941022,2.816198316,0.116286543,59.43753259,0.001473457,0.0377,34807.64451,1.676746827,1222.314906,2.699292392,2242.402832,29392.55032
8.47,947588.5144,1468355.909,0.630864185,8.715208296,0.002676296,0.233822701,2.818537148,0.116342357,59.34310619,0.001472005,0.0377,34787.13549,1.676746481,1222.326524,2.698956259,2241.085079,29414.96313
8.48,947032.4215,1467144.501,0.630467119,8.721514854,0.002670996,0.233704541,2.820874771,0.116398174,59.2488907,0.001470555,0.0377,34766.65872,1.676746132,1222.33811,2.698620726,2239.76943,29437.37203
8.49,946477.1715,1465935.324,0.630070724,8.72781764,0.002665699,0.233586549,2.82321124,0.116453994,59.15488884,0.001469108,0.0377,34746.21239,1.676745779,1222.349669,2.698285732,2238.455771,29459.75853
8.5,945922.8082,1464728.624,0.629674965,8.734116271,0.002660406,0.233468718,2.825546502,0.116509817,59.06109661,0.001467664,0.0377,34725.79813,1.676745423,1222.361198,2.697951333,2237.144205,29482.14115
8.51,945369.2836,1463524.142,0.629279875,8.740411142,0.002655117,0.233351053,2.827880615,0.116565642,58.96751673,0.001466222,0.0377,34705.41416,1.676745064,1222.372699,2.697617471,2235.834619,29504.50142
8.52,944816.6413,1462322.122,0.628885416,8.746701871,0.00264983,0.233233548,2.830213524,0.116621471,58.87414523,0.001464782,0.0377,34685.06208,1.676744702,1222.384171,2.697284202,2234.527116,29526.85785
8.53,944264.8334,1461122.306,0.628491622,8.752988853,0.002644547,0.23311621,2.832545286,0.116677302,58.7809848,0.001463344,0.0377,34664.74012,1.676744336,1222.395615,2.696951466,2233.221582,29549.19197
8.54,943713.9034,1459924.938,0.628098457,8.759271705,0.002639267,0.232999029,2.834875848,0.116733136,58.68803151,0.001461909,0.0377,34644.4499,1.676743967,1222.40703,2.69661932,2231.918121,29571.52229
8.55,943163.8037,1458729.76,0.627705953,8.765550824,0.002633991,0.232882015,2.837205267,0.116788972,58.59528803,0.001460476,0.0377,34624.18963,1.676743595,1222.418419,2.696287705,2230.61662,29593.83034
8.56,942614.5773,1457537.015,0.627314074,8.771825826,0.002628718,0.232765159,2.839533489,0.116844812,58.50275045,0.001459046,0.0377,34603.96093,1.67674322,1222.429778,2.695956677,2229.317181,29616.13463
8.57,942066.1771,1456346.447,0.626922854,8.778097108,0.002623448,0.232648467,2.841860571,0.116900654,58.41042142,0.001457618,0.0377,34583.76203,1.676742841,1222.441111,2.695626177,2228.019691,29638.41669
8.58,941518.646,1455158.299,0.626532254,8.784364285,0.002618181,0.232531932,2.844186459,0.116956499,58.31829708,0.001456192,0.0377,34563.59452,1.676742458,1222.452415,2.69529626,2226.724253,29660.69503
8.59,940971.9368,1453972.313,0.62614231,8.790627755,0.002612918,0.232415562,2.84651121,0.117012347,58.22638004,0.001454769,0.0377,34543.45667,1.676742073,1222.463692,2.694966869,2225.430755,29682.95118
8.6,940426.0924,1452788.733,0.625752983,8.796887134,0.002607658,0.232299348,2.848834771,0.117068197,58.13466647,0.001453347,0.0377,34523.35005,1.676741684,1222.474942,2.694638059,2224.139298,29705.20365
8.61,939881.0658,1451607.303,0.625364307,8.803142817,0.002602401,0.232183297,2.851157198,0.117124051,58.04315896,0.001451929,0.0377,34503.27293,1.676741291,1222.486166,2.694309771,2222.849772,29727.43397
8.62,939336.8996,1450428.263,0.624976247,8.809394422,0.002597148,0.232067401,2.853478437,0.117179907,57.95185373,0.001450512,0.0377,34483.22688,1.676740896,1222.497361,2.693982061,2221.562277,29749.66066
