time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],"Fuel Port Diameter [,]",Oxidizer Mass Flux [kg/m^3],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
t,Pc,Pt,mox,Mox,Vox,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
3.9,1352450.22,2486826.757,0.93044785,5.263243573,0.005577106,0.315486632,1.589709586,0.091123784,142.6719714,0.002535769,0.0377,49721.86604,1.677030026,1211.70888,2.949247587,3199.140249,17328.80943
3.91,1350997.023,2482683.821,0.929344095,5.272542638,0.005569292,0.315209263,1.592863081,0.09117834,142.3322443,0.002532023,0.0377,49668.46085,1.677030107,1211.750139,2.948341124,3195.702951,17360.78393
3.92,1349548.159,2478556.895,0.928243828,5.281830466,0.005561487,0.314932621,1.596013773,0.091232899,141.9937524,0.002528288,0.0377,49615.2144,1.677030186,1211.791275,2.947437333,3192.275901,17392.72353
3.93,1348103.547,2474445.692,0.927146976,5.291107525,0.005553691,0.314656691,1.599161735,0.091287461,141.6564813,0.002524563,0.0377,49562.1233,1.677030262,1211.832294,2.946536141,3188.858901,17424.62948
3.94,1346663.229,2470350.31,0.926053575,5.300373417,0.005545905,0.314381481,1.60230691,0.091342025,141.3204326,0.002520848,0.0377,49509.18883,1.677030333,1211.873196,2.945637596,3185.45205,17456.50074
3.95,1345227.123,2466270.466,0.924963554,5.309628608,0.005538127,0.314106976,1.605449367,0.091396592,140.9855919,0.002517144,0.0377,49456.40762,1.677030397,1211.913986,2.944741624,3182.055149,17488.33856
3.96,1343795.273,2462206.257,0.923876947,5.3188727,0.005530359,0.313833185,1.608589051,0.091451162,140.6519609,0.002513449,0.0377,49403.78093,1.677030454,1211.954663,2.943848274,3178.6683,17520.14188
3.97,1342367.595,2458157.402,0.922793684,5.328106158,0.0055226,0.313560092,1.611726033,0.091505735,140.3195254,0.002509764,0.0377,49351.30541,1.677030503,1211.995232,2.94295747,3175.291304,17551.91195
3.98,1340944.134,2454123.999,0.9217138,5.337328585,0.00551485,0.313287706,1.614860256,0.09156031,139.988287,0.002506089,0.0377,49298.98233,1.677030541,1212.035694,2.942069263,3171.924262,17583.64774
3.99,1339524.806,2450105.77,0.920637225,5.346540445,0.005507109,0.313016012,1.61799179,0.091614888,139.6582318,0.002502424,0.0377,49246.80835,1.677030568,1212.076052,2.941183578,3168.566978,17615.35047
4,1338109.656,2446102.814,0.919563993,5.35574134,0.005499377,0.312745018,1.621120578,0.091669469,139.3293615,0.002498769,0.0377,49194.78474,1.677030582,1212.116307,2.940300464,3165.219551,17647.01911
4.01,1336698.603,2442114.854,0.918494036,5.364931736,0.005491654,0.31247471,1.624246692,0.091724052,139.0016621,0.002495123,0.0377,49142.90819,1.677030582,1212.156463,2.939419847,3161.881786,17678.6549
4.02,1335291.688,2438141.99,0.917427389,5.374111232,0.00548394,0.312205095,1.627370075,0.091778638,138.6751354,0.002491488,0.0377,49091.17997,1.677030566,1212.196519,2.938541778,3158.553783,17710.25678
4.03,1333888.831,2434183.947,0.916363982,5.383280294,0.005476235,0.31193616,1.630490797,0.091833227,138.3497677,0.002487862,0.0377,49039.59679,1.677030534,1212.236481,2.937666182,3155.235347,17741.826
4.04,1332490.076,2430240.826,0.91530385,5.392438523,0.005468539,0.311667911,1.6336088,0.091887819,138.0255608,0.002484246,0.0377,48988.15992,1.677030484,1212.276346,2.936793108,3151.926579,17773.36152
4.05,1331095.341,2426312.354,0.914246926,5.401586382,0.005460852,0.311400336,1.636724157,0.091942413,137.702501,0.002480639,0.0377,48936.8661,1.677030415,1212.316121,2.935922484,3148.627286,17804.86457
4.06,1329704.669,2422398.633,0.913193243,5.410723472,0.005453174,0.311133442,1.639836809,0.091997011,137.3805902,0.002477042,0.0377,48885.71662,1.677030325,1212.355803,2.935054359,3145.337567,17836.33409
4.07,1328317.981,2418499.391,0.912142735,5.419850257,0.005445504,0.310867215,1.642946828,0.09205161,137.0598148,0.002473455,0.0377,48834.70821,1.677030213,1212.395397,2.93418866,3142.057229,17867.77135
4.08,1326935.319,2414614.731,0.911095436,5.428966337,0.005437843,0.310601662,1.646054156,0.092106213,136.7401768,0.002469877,0.0377,48783.8422,1.677030079,1212.434903,2.933325437,3138.786373,17899.17527
4.09,1325556.604,2410744.384,0.91005128,5.438072177,0.005430191,0.310336771,1.649158864,0.092160818,136.4216628,0.002466308,0.0377,48733.11534,1.67702992,1212.474323,2.932464616,3135.524808,17930.54711
4.1,1324181.878,2406888.453,0.9090103,5.447167374,0.005422548,0.310072548,1.652260893,0.092215426,136.1042747,0.002462749,0.0377,48682.52895,1.677029736,1212.513658,2.931606248,3132.272632,17961.8858
4.11,1322811.062,2403046.67,0.90797243,5.456252393,0.005414914,0.30980898,1.655360317,0.092270037,135.7879993,0.002459199,0.0377,48632.07984,1.677029526,1212.552911,2.930750261,3129.029657,17993.19259
4.12,1321444.199,2399219.14,0.906937705,5.465326833,0.005407288,0.309546074,1.658457075,0.092324651,135.4728385,0.002455659,0.0377,48581.76933,1.677029288,1212.592081,2.929896703,3125.79598,18024.46642
4.13,1320081.209,2395405.597,0.905906059,5.474391157,0.005399671,0.309283817,1.66155124,0.092379267,135.1587792,0.002452128,0.0377,48531.59424,1.677029021,1212.631172,2.929045504,3122.571414,18055.70854
4.14,1318722.136,2391606.144,0.904877527,5.483444964,0.005392063,0.309022218,1.664642754,0.092433886,134.8458234,0.002448606,0.0377,48481.55592,1.677028724,1212.670182,2.928196712,3119.356058,18086.91788
4.15,1317366.901,2387820.52,0.903852043,5.492488718,0.005384463,0.308761261,1.667731687,0.092488508,134.5339582,0.002445093,0.0377,48431.65122,1.677028396,1212.709115,2.927350257,3116.149724,18118.09569
4.16,1316015.546,2384048.828,0.902829642,5.501522015,0.005376872,0.308500955,1.670817981,0.092543132,134.2231855,0.00244159,0.0377,48381.8815,1.677028037,1212.74797,2.926506187,3112.95251,18149.2409
4.17,1314667.993,2380290.808,0.901810258,5.510545321,0.00536929,0.308241287,1.673901708,0.092597759,133.9134924,0.002438096,0.0377,48332.24365,1.677027645,1212.78675,2.925664431,3109.764231,18180.35477
4.18,1313324.285,2376546.563,0.900793927,5.519558231,0.005361716,0.307982264,1.676982809,0.092652389,133.6048811,0.002434611,0.0377,48282.73905,1.677027218,1212.825454,2.92482504,3106.584985,18211.43622
4.19,1311984.344,2372815.836,0.899780585,5.528561209,0.00535415,0.307723873,1.680061355,0.092707022,133.2973388,0.002431134,0.0377,48233.3646,1.677026758,1212.864085,2.923987943,3103.414587,18242.4865
4.2,1310648.212,2369098.731,0.898770265,5.537553852,0.005346593,0.307466122,1.683137289,0.092761657,132.9908675,0.002427667,0.0377,48184.12171,1.677026261,1212.90264,2.923153188,3100.253135,18273.50454
4.21,1309315.812,2365394.992,0.897762903,5.546536624,0.005339045,0.307208996,1.68621068,0.092816295,132.6854547,0.002424209,0.0377,48135.00733,1.677025728,1212.941125,2.922320706,3097.100445,18304.49159
4.22,1307987.187,2361704.722,0.896758535,5.555509121,0.005331505,0.306952505,1.689281471,0.092870936,132.3811025,0.00242076,0.0377,48086.02286,1.677025158,1212.979535,2.921490546,3093.956617,18335.44658
4.23,1306662.258,2358027.669,0.895757097,5.564471805,0.005323973,0.306696635,1.692349732,0.092925579,132.0777984,0.00241732,0.0377,48037.1653,1.67702455,1213.017876,2.920662639,3090.821465,18366.37075
4.24,1305341.068,2354363.937,0.894758624,5.573424272,0.00531645,0.306441393,1.695415405,0.092980226,131.7755445,0.002413889,0.0377,47988.43608,1.677023903,1213.056144,2.919837033,3087.69509,18397.26304
4.25,1304023.541,2350713.273,0.893763051,5.582366987,0.005308935,0.306186767,1.698478562,0.093034875,131.4743285,0.002410466,0.0377,47939.83221,1.677023217,1213.094343,2.919013659,3084.577308,18428.12468
4.26,1302709.719,2347075.784,0.892770415,5.591299543,0.005301429,0.305932764,1.701539143,0.093089526,131.1741525,0.002407053,0.0377,47891.35516,1.677022491,1213.13247,2.918192567,3081.468219,18458.95461
4.27,1301399.525,2343451.218,0.891780653,5.600222405,0.005293931,0.305679372,1.704597219,0.093144181,130.8750043,0.002403648,0.0377,47843.00197,1.677021724,1213.170529,2.917373688,3078.36764,18489.75408
4.28,1300093.002,2339839.68,0.890793798,5.609135166,0.005286441,0.305426597,1.707652732,0.093198838,130.576886,0.002400252,0.0377,47794.77414,1.677020917,1213.208517,2.91655707,3075.275672,18520.52199
4.29,1298790.073,2336240.924,0.88980979,5.61803829,0.005278959,0.305174427,1.710705753,0.093253498,130.2797855,0.002396864,0.0377,47746.66877,1.677020068,1213.246436,2.915742644,3072.192132,18551.25962
4.3,1297490.778,2332655.054,0.888828663,5.626931371,0.005271486,0.30492287,1.713756223,0.093308161,129.9837052,0.002393485,0.0377,47698.68758,1.677019179,1213.284283,2.914930462,3069.117119,18581.96587
4.31,1296195.041,2329081.823,0.887850356,5.635814873,0.005264021,0.304671913,1.716804213,0.093362826,129.6886331,0.002390115,0.0377,47650.82795,1.677018249,1213.322056,2.914120456,3066.050451,18612.64199
4.32,1294902.902,2325521.338,0.886874906,5.644688388,0.005256564,0.304421565,1.719849663,0.093417494,129.3945716,0.002386754,0.0377,47603.09169,1.677017282,1213.359753,2.913312675,3062.992227,18643.2869
4.33,1293614.284,2321973.354,0.885902249,5.65355238,0.005249116,0.304171811,1.722892646,0.093472165,129.1015087,0.002383401,0.0377,47555.47618,1.677016276,1213.397372,2.912507052,3059.942267,18673.90186
4.34,1292329.229,2318437.977,0.884932423,5.662406442,0.005241675,0.303922661,1.725933101,0.093526839,128.809447,0.002380056,0.0377,47507.98326,1.677015234,1213.43491,2.911703638,3056.90067,18704.48578
4.35,1291047.658,2314914.965,0.883965367,5.671251038,0.005234243,0.303674102,1.728971101,0.093581515,128.5183746,0.00237672,0.0377,47460.61036,1.677014156,1213.472366,2.910902365,3053.867255,18735.0399
4.36,1289769.615,2311404.422,0.883001116,5.680085759,0.005226819,0.303426141,1.732006585,0.093636194,128.2282939,0.002373393,0.0377,47413.35931,1.677013043,1213.509736,2.910103284,3050.842124,18765.56315
4.37,1288495.021,2307906.11,0.88203961,5.688911069,0.005219402,0.303178766,1.735039626,0.093690876,127.9391933,0.002370074,0.0377,47366.22757,1.677011898,1213.547021,2.909306327,3047.825097,18796.05677
4.38,1287223.918,2304420.133,0.881080884,5.697726561,0.005211994,0.302931985,1.738070163,0.093745561,127.6510752,0.002366763,0.0377,47319.217,1.67701072,1213.584216,2.908511544,3044.816274,18826.51968
4.39,1285956.231,2300946.253,0.880124879,5.706532696,0.005204594,0.302685785,1.741098267,0.093800248,127.363928,0.002363461,0.0377,47272.32508,1.677009511,1213.621321,2.90771887,3041.815478,18856.95312
4.4,1284692.001,2297484.576,0.87917163,5.715329067,0.005197202,0.302440175,1.74412388,0.093854938,127.0777542,0.002360167,0.0377,47225.55369,1.677008273,1213.658332,2.906928353,3038.822809,18887.35601
4.41,1283431.151,2294034.865,0.878221076,5.724116137,0.005189818,0.302195141,1.747147073,0.093909631,126.7925423,0.002356882,0.0377,47178.90033,1.677007006,1213.695251,2.906139927,3035.838091,18917.7296
4.42,1282173.725,2290597.226,0.877273255,5.732893498,0.005182442,0.301950692,1.750167785,0.093964326,126.5082947,0.002353604,0.0377,47132.36689,1.677005712,1213.732071,2.905353643,3032.861424,18948.0728
4.43,1280919.646,2287171.425,0.876328106,5.741661611,0.005175074,0.301706815,1.753186089,0.094019024,126.2250001,0.002350335,0.0377,47085.95089,1.677004392,1213.768794,2.904569434,3029.892634,18978.38686
4.44,1279668.957,2283757.567,0.875385664,5.750420069,0.005167714,0.301463518,1.756201923,0.094073725,125.9426609,0.002347074,0.0377,47039.65424,1.677003048,1213.805416,2.903787349,3026.931822,19008.67068
4.45,1278421.582,2280355.419,0.874445871,5.759169333,0.005160362,0.301220788,1.759215361,0.094128429,125.6612658,0.002343822,0.0377,46993.47448,1.67700168,1213.841938,2.903007323,3023.978812,19038.92552
4.46,1277177.563,2276965.087,0.873508762,5.767908995,0.005153018,0.300978635,1.762226341,0.094183135,125.3808173,0.002340577,0.0377,46947.41353,1.677000291,1213.878355,2.902229406,3021.033707,19069.15029
4.47,1275936.827,2273586.34,0.872574278,5.776639517,0.005145681,0.300737045,1.765234935,0.094237844,125.1013043,0.002337341,0.0377,46901.46894,1.676998881,1213.914668,2.901453531,3018.096334,19099.34622
4.48,1274699.414,2270219.285,0.871642455,5.78536049,0.005138353,0.300496025,1.768241084,0.094292556,124.8227291,0.002334112,0.0377,46855.64263,1.676997452,1213.950874,2.900679749,3015.166793,19129.51224
4.49,1273465.252,2266863.691,0.870713234,5.794072375,0.005131032,0.300255565,1.771244858,0.094347271,124.5450807,0.002330892,0.0377,46809.9322,1.676996005,1213.986972,2.899907994,3012.244913,19159.64958
4.5,1272234.382,2263519.664,0.86978665,5.802774763,0.005123719,0.300015672,1.774246197,0.094401988,124.2683616,0.00232768,0.0377,46764.33956,1.676994541,1214.02296,2.899138315,3009.330796,19189.75716
4.51,1271006.73,2260186.978,0.868862645,5.811468116,0.005116413,0.299776333,1.777245173,0.094456708,123.9925607,0.002324475,0.0377,46718.86235,1.676993063,1214.058838,2.898370647,3006.424271,19219.83622
4.52,1269782.339,2256865.737,0.867941255,5.820152025,0.005109116,0.299537556,1.780241726,0.094511431,123.7176806,0.002321279,0.0377,46673.50254,1.676991572,1214.094602,2.89760504,3003.52544,19249.88567
4.53,1268561.136,2253555.716,0.867022421,5.82882695,0.005101826,0.299299329,1.783235926,0.094566157,123.4437104,0.002318091,0.0377,46628.25777,1.676990068,1214.130253,2.896841428,3000.634133,19279.90676
4.54,1267343.163,2250257.022,0.866106178,5.837492482,0.005094544,0.299061661,1.786227714,0.094620885,123.1706525,0.00231491,0.0377,46583.12999,1.676988555,1214.165788,2.896079861,2997.750453,19309.89838
4.55,1266128.347,2246969.429,0.86519247,5.846149082,0.00508727,0.298824538,1.789217161,0.094675616,122.8984961,0.002311738,0.0377,46538.11686,1.676987032,1214.201208,2.895320273,2994.87423,19339.86179
4.56,1264916.731,2243693.043,0.864281331,5.85479634,0.005080003,0.29858797,1.792204207,0.09473035,122.6272438,0.002308573,0.0377,46493.22033,1.676985503,1214.236509,2.894562715,2992.005569,19369.79589
4.57,1263708.242,2240427.643,0.863372704,5.863434717,0.005072744,0.298351943,1.795188922,0.094785087,122.3568847,0.002305416,0.0377,46448.43804,1.676983967,1214.271694,2.893807121,2989.1443,19399.70193
4.58,1262502.923,2237173.334,0.862466624,5.872063803,0.005065493,0.298116465,1.798171247,0.094839826,122.0874214,0.002302267,0.0377,46403.77194,1.676982427,1214.306757,2.893053542,2986.290527,19429.5788
4.59,1261300.703,2233929.894,0.861563033,5.880684058,0.005058249,0.297881525,1.801151253,0.094894568,121.8188432,0.002299125,0.0377,46359.21969,1.676980885,1214.341701,2.89230191,2983.444082,19459.42776
4.6,1260101.623,2230697.432,0.860661967,5.889295072,0.005051013,0.29764713,1.80412888,0.094949313,121.5511526,0.002295992,0.0377,46314.7832,1.67697934,1214.376522,2.891552278,2980.605069,19489.24771
4.61,1258905.613,2227475.725,0.859763369,5.897897305,0.005043784,0.297413268,1.807104198,0.09500406,121.2843391,0.002292866,0.0377,46270.46015,1.676977795,1214.411223,2.890804579,2977.77332,19519.03989
4.62,1257712.715,2224264.882,0.858867274,5.906490347,0.005036563,0.297179948,1.810077147,0.09505881,121.0184053,0.002289747,0.0377,46226.25244,1.676976252,1214.445799,2.890058863,2974.948941,19548.8032
4.63,1256522.858,2221064.683,0.857973626,5.915074659,0.005029349,0.296947157,1.813047798,0.095113563,120.7533404,0.002286636,0.0377,46182.15773,1.67697471,1214.480253,2.889315065,2972.131765,19578.53889
4.64,1255336.086,2217875.235,0.857082458,5.923649828,0.005022143,0.296714902,1.816016092,0.095168319,120.4891473,0.002283533,0.0377,46138.17793,1.676973173,1214.514582,2.888573236,2969.321895,19608.24586
4.65,1254152.327,2214696.322,0.856193716,5.932216316,0.005014944,0.296483173,1.818982098,0.095223077,120.2258153,0.002280438,0.0377,46094.31069,1.67697164,1214.548787,2.887833309,2966.519167,19637.92535
4.66,1252971.624,2211528.05,0.855307433,5.940773711,0.005007753,0.296251976,1.821945757,0.095277838,119.963347,0.00227735,0.0377,46050.55791,1.676970113,1214.582866,2.887095335,2963.723685,19667.57627
4.67,1251793.908,2208370.204,0.854423554,5.949322473,0.005000569,0.2960213,1.824907139,0.095332602,119.7017321,0.002274269,0.0377,46006.91724,1.676968593,1214.61682,2.886359249,2960.935285,19697.19985
4.68,1250619.222,2205222.89,0.853542114,5.95786219,0.004993393,0.295791153,1.827866185,0.095387369,119.4409732,0.002271197,0.0377,45963.39055,1.676967082,1214.650648,2.885625102,2958.15407,19726.795
4.69,1249447.495,2202085.894,0.852663056,5.966393323,0.004986224,0.295561523,1.830822964,0.095442138,119.18106,0.002268131,0.0377,45919.9755,1.67696558,1214.68435,2.884892827,2955.379877,19756.36295
4.7,1248278.771,2198959.324,0.851786415,5.974915459,0.004979063,0.295332418,1.833777417,0.09549691,118.921995,0.002265073,0.0377,45876.67396,1.676964089,1214.717925,2.884162475,2952.612812,19785.90262
4.71,1247112.981,2195842.967,0.850912136,5.983429059,0.004971908,0.295103825,1.836729614,0.095551685,118.663768,0.002262022,0.0377,45833.48356,1.676962609,1214.751374,2.883433981,2949.85271,19815.41523
4.72,1245950.167,2192736.929,0.850040254,5.99193371,0.004964762,0.294875753,1.839679495,0.095606463,118.4063816,0.002258979,0.0377,45790.40617,1.676961142,1214.784696,2.882707395,2947.099676,19844.8997
4.73,1244790.262,2189640.999,0.849170712,6.000429872,0.004957622,0.29464819,1.842627131,0.095661243,118.1498257,0.002255943,0.0377,45747.43942,1.676959689,1214.817892,2.881982652,2944.353549,19874.35725
4.74,1243633.307,2186555.285,0.848303547,6.008917132,0.00495049,0.294421143,1.845572461,0.095716026,117.8941029,0.002252915,0.0377,45704.58515,1.67695825,1214.85096,2.881259803,2941.614433,19903.78679
4.75,1242479.235,2183479.576,0.847438702,6.01739595,0.004943365,0.294194602,1.848515555,0.095770812,117.639203,0.002249893,0.0377,45661.841,1.676956826,1214.883903,2.880538782,2938.882166,19933.18956
4.76,1241328.089,2180413.98,0.846576212,6.025865914,0.004936247,0.293968573,1.851456355,0.095825601,117.3851288,0.002246879,0.0377,45619.20879,1.676955419,1214.916718,2.879819639,2936.156854,19962.56446
4.77,1240179.801,2177358.287,0.845716023,6.034327482,0.004929137,0.293743045,1.854394929,0.095880392,117.1318701,0.002243873,0.0377,45576.68616,1.676954029,1214.949408,2.879102311,2933.438335,19991.91272
4.78,1239034.414,2174312.606,0.844858168,6.042780242,0.004922033,0.293518026,1.857331217,0.095935186,116.8794297,0.002240873,0.0377,45534.27491,1.676952656,1214.981971,2.878386846,2930.726715,20021.23325
4.79,1237891.86,2171276.729,0.844002594,6.051224653,0.004914937,0.293293503,1.860265291,0.095989983,116.6277975,0.002237881,0.0377,45491.97268,1.676951303,1215.01441,2.877673181,2928.021833,20050.52728
4.8,1236752.183,2168250.762,0.843149334,6.059660302,0.004907848,0.293069486,1.863197089,0.096044782,116.3769763,0.002234896,0.0377,45449.78125,1.676949968,1215.046721,2.876961365,2925.323795,20079.79371
4.81,1235615.316,2165234.501,0.842298335,6.068087647,0.004900767,0.292845962,1.866126682,0.096099584,116.1269561,0.002231917,0.0377,45407.69826,1.676948654,1215.07891,2.876251333,2922.632441,20109.03377
4.82,1234481.301,2162228.052,0.84144963,6.076506276,0.004893692,0.292622939,1.86905401,0.096154389,115.8777395,0.002228947,0.0377,45365.72548,1.67694736,1215.110972,2.875543137,2919.947875,20138.24638
4.83,1233350.073,2159231.211,0.840603166,6.084916647,0.004886625,0.292400405,1.871979142,0.096209197,115.6293169,0.002225983,0.0377,45323.86053,1.676946088,1215.142912,2.874836711,2917.269941,20167.43275
4.84,1232221.674,2156244.085,0.839758976,6.093318347,0.004879564,0.292178368,1.87490202,0.096264007,115.3816908,0.002223026,0.0377,45282.10517,1.676944838,1215.174726,2.874132106,2914.598741,20196.5918
4.85,1231096.038,2153266.471,0.838917008,6.101711834,0.004872511,0.291956817,1.877822711,0.096318821,115.1348515,0.002220076,0.0377,45240.45702,1.67694361,1215.20642,2.873429256,2911.93412,20225.72475
4.86,1229973.209,2150298.475,0.838077295,6.110096695,0.004865465,0.291735759,1.880741157,0.096373637,114.8888016,0.002217133,0.0377,45198.91784,1.676942405,1215.237989,2.872728213,2909.27618,20254.8305
4.87,1228853.119,2147339.896,0.837239783,6.118473387,0.004858426,0.291515183,1.883657428,0.096428455,114.6435315,0.002214198,0.0377,45157.48522,1.676941224,1215.269439,2.872028912,2906.624766,20283.91029
4.88,1227735.814,2144390.842,0.836404508,6.126841498,0.004851394,0.291295096,1.886571463,0.096483277,114.3990439,0.002211269,0.0377,45116.16091,1.676940066,1215.300766,2.871331402,2903.979982,20312.96302
4.89,1226621.226,2141451.111,0.835571414,6.135201485,0.004844369,0.291075487,1.889483332,0.096538101,114.1553291,0.002208347,0.0377,45074.94252,1.676938933,1215.331975,2.870635621,2901.341672,20341.98992
4.9,1225509.399,2138520.81,0.834740538,6.143552933,0.00483735,0.290856365,1.892392974,0.096592928,113.9123899,0.002205432,0.0377,45033.83176,1.676937825,1215.363063,2.869941617,2898.709939,20370.98988
4.91,1224400.269,2135599.74,0.833911824,6.151896303,0.004830339,0.290637716,1.895300461,0.096647757,113.6702167,0.002202524,0.0377,44992.82624,1.676936741,1215.394034,2.869249327,2896.08463,20399.96414
4.92,1223293.877,2132688.009,0.833085308,6.160231177,0.004823335,0.29041955,1.89820573,0.09670259,113.4288121,0.002199622,0.0377,44951.92767,1.676935683,1215.424885,2.868558801,2893.465847,20428.91159
4.93,1222190.16,2129785.418,0.832260937,6.168558016,0.004816338,0.290201854,1.901108853,0.096757425,113.1881668,0.002196728,0.0377,44911.13364,1.676934651,1215.455622,2.867869974,2890.853437,20457.83347
4.94,1221089.161,2126892.074,0.831438744,6.176876403,0.004809348,0.289984636,1.904009769,0.096812263,112.9482834,0.00219384,0.0377,44870.44585,1.676933644,1215.486241,2.867182898,2888.247503,20486.72868
4.95,1219990.814,2124007.78,0.830618677,6.185186798,0.004802364,0.289767886,1.906908547,0.096867103,112.7091525,0.002190959,0.0377,44829.8619,1.676932664,1215.516748,2.866497507,2885.647892,20515.59844
4.96,1218895.164,2121132.644,0.829800771,6.193488784,0.004795388,0.28955161,1.909805128,0.096921947,112.4707768,0.002188085,0.0377,44789.38345,1.67693171,1215.547139,2.865813853,2883.054708,20544.44166
4.97,1219055.208,2118265.034,0.828985612,6.201782823,0.004788418,0.289335936,1.912699582,0.096976793,112.2332338,0.002185219,0.0377,44795.76578,1.676933907,1215.508601,2.866442289,2883.43704,20573.27193
4.98,1217963.021,2115406.783,0.828171535,6.2100685,0.004781455,0.289120504,1.915591848,0.097031642,111.9962958,0.002182358,0.0377,44755.41943,1.676932975,1215.538864,2.865760929,2880.852081,20602.10051
4.99,1216872.177,2112557.132,0.827359631,6.218346262,0.004774499,0.28890555,1.918481994,0.097086493,111.7601087,0.002179503,0.0377,44715.12817,1.676932066,1215.569085,2.8650799,2878.270346,20630.89146
5,1215784.05,2109716.753,0.826549769,6.226615699,0.00476755,0.288691046,1.92136996,0.097141348,111.5246527,0.002176655,0.0377,44674.94321,1.676931184,1215.599192,2.86440064,2875.695083,20659.66594
5.01,1214698.475,2106884.888,0.825742063,6.234877264,0.004760607,0.288477016,1.924255816,0.097196205,111.2899411,0.002173814,0.0377,44634.85844,1.676930329,1215.629193,2.863722981,2873.125906,20688.40538
5.02,1213615.597,2104062.208,0.824936381,6.243130547,0.004753672,0.288263433,1.927139502,0.097251065,111.0559543,0.002170979,0.0377,44594.87926,1.6769295,1215.65908,2.863047079,2870.563157,20717.12848
5.03,1212535.252,2101247.959,0.824132837,6.251375999,0.004746743,0.288050321,1.930021086,0.097305927,110.8227054,0.002168151,0.0377,44554.99954,1.676928698,1215.688864,2.862372766,2868.006447,20745.81666
5.04,1211457.583,2098442.806,0.8233313,6.259613211,0.004739821,0.287837651,1.93290051,0.097360792,110.590175,0.002165329,0.0377,44515.22461,1.676927924,1215.718537,2.861700196,2865.456117,20774.48863
5.05,1210382.428,2095646.002,0.822531882,6.267842632,0.004732905,0.287625449,1.935777841,0.09741566,110.358376,0.002162514,0.0377,44475.54839,1.676927176,1215.74811,2.861029201,2862.911778,20803.12581
5.06,1209309.928,2092858.209,0.821734453,6.276063855,0.004725997,0.287413687,1.93865302,0.097470531,110.1272892,0.002159705,0.0377,44435.97617,1.676926454,1215.777573,2.860359935,2860.37377,20831.74688
5.07,1208239.922,2090078.684,0.820939125,6.284277329,0.004719095,0.287202388,1.941526116,0.097525405,109.8969275,0.002156903,0.0377,44396.50188,1.67692576,1215.806938,2.859692233,2857.841708,20860.3333
5.08,1207172.552,2087308.083,0.82014577,6.292482644,0.004712199,0.286991526,1.944397069,0.097580281,109.6672717,0.002154108,0.0377,44357.13076,1.676925092,1215.836197,2.859026245,2855.315928,20888.90374
5.09,1206107.658,2084545.672,0.819354498,6.300680251,0.004705311,0.286781124,1.947265948,0.09763516,109.4383348,0.002151319,0.0377,44317.85681,1.676924451,1215.86536,2.858361808,2852.796049,20917.43964
5.1,1205045.378,2081792.1,0.818565181,6.30886974,0.004698429,0.286571154,1.950132693,0.097690042,109.2100977,0.002148536,0.0377,44278.68519,1.676923836,1215.894419,2.857699072,2850.282404,20945.95968
5.11,1203985.556,2079046.638,0.81777793,6.317051562,0.004691553,0.286361642,1.952997373,0.097744926,108.9825732,0.002145759,0.0377,44239.60995,1.676923247,1215.923385,2.857037874,2847.774616,20974.44531
5.12,1202928.329,2076309.933,0.816992618,6.325225305,0.004684685,0.286152559,1.955859928,0.097799813,108.7557425,0.002142989,0.0377,44200.63621,1.676922684,1215.952249,2.856378364,2845.273014,21002.91519
5.13,1201873.541,2073581.261,0.816209353,6.333391421,0.004677822,0.285943929,1.958720426,0.097854703,108.5296182,0.002140226,0.0377,44161.75804,1.676922147,1215.981023,2.855720379,2842.777224,21031.35079
5.14,1200821.329,2070861.262,0.815428011,6.341549499,0.004670967,0.285735726,1.961578808,0.097909596,108.3041817,0.002137468,0.0377,44122.98051,1.676921636,1216.009698,2.855064068,2840.287573,21059.77076
5.15,1199771.537,2068149.221,0.814648699,6.349699988,0.004664118,0.285527972,1.964435142,0.097964492,108.0794455,0.002134717,0.0377,44084.29775,1.676921149,1216.038285,2.85440927,2837.80369,21088.15656
5.16,1198724.302,2065445.771,0.813871293,6.357842479,0.004657275,0.285320641,1.967289368,0.09801939,107.8553912,0.002131973,0.0377,44045.71474,1.676920688,1216.066776,2.853756134,2835.325899,21116.52685
5.17,1197679.47,2062750.203,0.8130959,6.365977421,0.004650439,0.285113757,1.970141556,0.098074291,107.6320312,0.002129234,0.0377,44007.22551,1.67692025,1216.095181,2.853104498,2832.853833,21144.86309
5.18,1196637.176,2060063.147,0.812322396,6.374104404,0.00464361,0.284907293,1.972991645,0.098129195,107.4093471,0.002126502,0.0377,43968.83491,1.676919836,1216.123494,2.85245451,2830.38781,21173.18395
5.19,1195597.267,2057383.897,0.811550888,6.382223875,0.004636787,0.284701272,1.975839703,0.098184101,107.1873514,0.002123776,0.0377,43930.53702,1.676919443,1216.151724,2.85180601,2827.927467,21201.47087
