time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Gas Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Gas volume flow rate [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],Fuel Port Diameter [m],Oxidizer Mass Flux [kg/m^2/s],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
,Pc,Pt,Pg,mox,Mox,Vox,vg,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
5.14,1896968.709,3490594.686,3490594.686,1.393042047,8.760624614,0.004638131,1.17E-05,0.398256869,2.410924646,0.097909596,185.0221933,0.002979192,0.0377,69885.35148,1.405978325,1182.127631,3.497849196,3761.923372,24130.19058
5.15,1895105.292,3485285.802,3485285.802,1.391535333,8.774555442,0.004626424,1.17E-05,0.397936211,2.414906928,0.097964492,184.6149972,0.002975125,0.0377,69817.02829,1.405712324,1182.172392,3.496881452,3757.516956,24167.80995
5.16,1893249.303,3480002.485,3480002.485,1.390034928,8.788455341,0.004614743,1.17E-05,0.397616668,2.418883374,0.09801939,184.2094227,0.002971071,0.0377,69748.96322,1.405446823,1182.216977,3.495918203,3753.127999,24205.34098
5.17,1891396.636,3474732.539,3474732.539,1.388537311,8.802356147,0.004603062,1.17E-05,0.397297616,2.422859263,0.098074291,183.8049991,0.002967025,0.0377,69681.00542,1.405181236,1182.261555,3.494956104,3748.746788,24242.87253
5.18,1889551.329,3469487.908,3469487.908,1.387045955,8.816226108,0.004591407,1.17E-05,0.396979672,2.42682933,0.098129195,183.4021827,0.002962992,0.0377,69613.30367,1.404916148,1182.305948,3.493998475,3744.382876,24280.31597
5.19,1887709.288,3464256.455,3464256.455,1.385557353,8.830097073,0.00457975,1.17E-05,0.396662214,2.430798857,0.098184101,183.0005055,0.002958967,0.0377,69545.70764,1.404650972,1182.350325,3.493041977,3740.026584,24317.76021
5.2,1885874.54,3459050.066,3459050.066,1.384074964,8.843937276,0.00456812,1.16E-05,0.396345857,2.434762578,0.09823901,182.6004211,0.002954954,0.0377,69478.36576,1.404386292,1182.39451,3.492089924,3735.687434,24355.11656
5.21,1884043.004,3453856.665,3453856.665,1.382595294,8.857778578,0.004556489,1.16E-05,0.39602998,2.438725776,0.098293922,182.2014642,0.00295095,0.0377,69411.12822,1.404121523,1182.43867,3.491138983,3731.355781,24392.47397
5.22,1882218.694,3448688.083,3448688.083,1.381121792,8.871589203,0.004544883,1.16E-05,0.395715197,2.442683182,0.098348837,181.804086,0.002946958,0.0377,69344.14309,1.40385725,1182.48263,3.490192461,3727.041119,24429.74373
5.23,1880397.543,3443532.301,3443532.301,1.379650973,8.88540102,0.004533276,1.16E-05,0.395400889,2.446640081,0.098403754,181.4078239,0.002942974,0.0377,69277.26107,1.403592887,1182.526558,3.489247034,3722.733833,24467.01481
5.24,1878583.552,3438401.096,3438401.096,1.378186276,8.899182242,0.004521696,1.16E-05,0.395087666,2.450591203,0.098458675,181.0131264,0.002939002,0.0377,69210.62988,1.403329019,1182.570278,3.488306002,3718.44339,24504.19846
5.25,1876772.67,3433282.507,3433282.507,1.376724228,8.912964751,0.004510114,1.16E-05,0.394774914,2.454541835,0.098513597,180.6195336,0.002935038,0.0377,69144.10069,1.40306506,1182.613959,3.487366045,3714.160207,24541.3837
5.26,1874968.883,3428188.255,3428188.255,1.375268257,8.926716747,0.004498557,1.16E-05,0.39446324,2.458486705,0.098568523,180.2274916,0.002931087,0.0377,69077.82087,1.402801596,1182.657425,3.486430459,3709.893722,24578.48172
5.27,1873168.155,3423106.439,3423106.439,1.373814901,8.940470122,0.004487,1.16E-05,0.394152031,2.462431101,0.098623452,179.836543,0.002927143,0.0377,69011.64208,1.40253804,1182.700845,3.485495929,3705.634384,24615.58159
5.28,1871374.459,3418048.725,3418048.725,1.372367575,8.954193065,0.004475468,1.15E-05,0.393841893,2.466369749,0.098678383,179.4471316,0.002923212,0.0377,68945.71134,1.40227498,1182.744044,3.484565746,3701.391604,24652.59447
5.29,1869583.773,3413003.267,3413003.267,1.370922832,8.96791748,0.004463935,1.15E-05,0.393532215,2.47030794,0.098733317,179.0588025,0.002919288,0.0377,68879.88077,1.402011827,1182.78719,3.483636602,3697.155862,24689.60943
5.3,1867800.058,3407981.68,3407981.68,1.369484075,8.981611542,0.004452427,1.15E-05,0.393223601,2.474240397,0.098788253,178.671997,0.002915377,0.0377,68814.29703,1.401749171,1182.83011,3.482711779,3692.93654,24726.53764
5.31,1866019.304,3402972.174,3402972.174,1.368047867,8.995307167,0.004440918,1.15E-05,0.392915441,2.478172413,0.098843193,178.2862628,0.002911473,0.0377,68748.8127,1.401486422,1182.872971,3.481787977,3688.724151,24763.46818
5.32,1864245.462,3397986.309,3397986.309,1.366617599,9.008972519,0.004429435,1.15E-05,0.392608339,2.482098709,0.098898135,177.9020387,0.002907581,0.0377,68683.57407,1.40122417,1182.915601,3.480868472,3684.528049,24800.31218
5.33,1862474.535,3393012.354,3393012.354,1.365189848,9.022639524,0.00441795,1.15E-05,0.392301685,2.486024581,0.09895308,177.5188751,0.002903697,0.0377,68618.4342,1.400961826,1182.958167,3.479949969,3680.338777,24837.15876
5.34,1860710.461,3388061.814,3388061.814,1.363767993,9.036276336,0.00440649,1.15E-05,0.391996082,2.489944746,0.099008027,177.1372083,0.002899825,0.0377,68553.539,1.40069998,1183.000498,3.47903574,3676.165663,24873.919
5.35,1858949.257,3383123.014,3383123.014,1.362348621,9.049914889,0.00439503,1.15E-05,0.391690922,2.493864503,0.099062978,176.7565911,0.00289596,0.0377,68488.74198,1.400438043,1183.04276,3.478122493,3671.99928,24910.68208
5.36,1857194.849,3378207.407,3378207.407,1.360935102,9.063523328,0.004383594,1.14E-05,0.391386806,2.497778568,0.099117931,176.3774576,0.002892107,0.0377,68424.18868,1.400176604,1183.084783,3.477213497,3667.848929,24947.35904
5.37,1855443.267,3373303.372,3373303.372,1.359524033,9.077133597,0.004372157,1.14E-05,0.391083128,2.50169224,0.099172887,175.9993632,0.002888262,0.0377,68359.73305,1.399915075,1183.126734,3.476305465,3663.705214,24984.03908
5.38,1853698.427,3368422.312,3368422.312,1.358118773,9.090713828,0.004360745,1.14E-05,0.390780487,2.505600234,0.099227846,175.6227393,0.002884428,0.0377,68295.52025,1.399654046,1183.168442,3.475401658,3659.577407,25020.6332
5.39,1851956.369,3363552.66,3363552.66,1.35671593,9.104295978,0.004349331,1.14E-05,0.390478278,2.509507851,0.099282807,175.2471438,0.002880602,0.0377,68231.40468,1.399392928,1183.210076,3.474498798,3655.456146,25057.23064
5.4,1850220.998,3358705.766,3358705.766,1.355318853,9.117848166,0.004337943,1.14E-05,0.3901771,2.513409803,0.099337771,174.8730061,0.002876787,0.0377,68167.53112,1.399132312,1183.251465,3.473600139,3651.350673,25093.74238
5.41,1848488.369,3353870.119,3353870.119,1.353924161,9.13140236,0.004326553,1.14E-05,0.389876349,2.517311394,0.099392738,174.4998863,0.00287298,0.0377,68103.75441,1.398871607,1183.292778,3.472702407,3647.251656,25130.25767
5.42,1846762.375,3349057.017,3349057.017,1.352535191,9.144926668,0.004315188,1.14E-05,0.389576622,2.521207334,0.099447708,174.1282113,0.002869185,0.0377,68040.21892,1.398611406,1183.333844,3.471808853,3643.168313,25166.68746
5.43,1845039.082,3344255.002,3344255.002,1.351148574,9.158453069,0.004303821,1.14E-05,0.389277316,2.525102927,0.09950268,173.757544,0.002865396,0.0377,67976.77995,1.398351117,1183.374831,3.470916207,3639.091339,25203.12105
5.44,1843322.373,3339475.322,3339475.322,1.349767635,9.171949658,0.004292479,1.13E-05,0.388979027,2.528992883,0.099557655,173.3883088,0.00286162,0.0377,67913.58146,1.398091334,1183.415572,3.470027714,3635.029926,25239.46934
5.45,1841608.327,3334706.573,3334706.573,1.348389018,9.185448426,0.004281136,1.13E-05,0.388681156,2.532882509,0.099612633,173.0200709,0.00285785,0.0377,67850.47919,1.397831465,1183.456233,3.469140113,3630.9748,25275.82166
5.46,1839900.814,3329959.952,3329959.952,1.347016036,9.198917457,0.004269817,1.13E-05,0.388384293,2.53676651,0.099667614,172.6532526,0.002854092,0.0377,67787.61671,1.397572104,1183.496648,3.468256639,3626.935125,25312.08889
5.47,1838195.927,3325224.107,3325224.107,1.345645344,9.212388752,0.004258497,1.13E-05,0.388087843,2.540650195,0.099722597,172.2874215,0.002850341,0.0377,67724.85018,1.397312658,1183.536983,3.467374037,3622.901656,25348.36037
5.48,1836497.525,3320510.187,3320510.187,1.344280245,9.225830383,0.004247201,1.13E-05,0.387792396,2.54452827,0.099777583,171.9229975,0.002846602,0.0377,67662.32275,1.397053721,1183.577071,3.466495539,3618.883532,25384.54697
5.49,1834801.712,3315806.891,3315806.891,1.342917403,9.239274361,0.004235904,1.13E-05,0.387497355,2.548406044,0.099832572,171.5595506,0.002842869,0.0377,67599.89104,1.396794702,1183.61708,3.465617895,3614.871537,25420.73806
5.5,1833112.337,3311125.318,3311125.318,1.341560112,9.252688749,0.004224631,1.13E-05,0.387203311,2.552278221,0.099887564,171.1974985,0.002839148,0.0377,67537.69777,1.396536194,1183.656845,3.464744329,3610.874783,25456.84445
5.51,1831425.516,3306454.22,3306454.22,1.340205047,9.266105568,0.004213357,1.13E-05,0.386909668,2.556150111,0.099942558,170.8364135,0.002835434,0.0377,67475.59999,1.396277605,1183.696531,3.463871599,3606.884083,25492.95556
5.52,1829745.086,3301804.647,3301804.647,1.338855489,9.279492869,0.004202107,1.12E-05,0.386617014,2.560016417,0.099997555,170.4767109,0.002831731,0.0377,67413.74001,1.396019529,1183.735975,3.463002924,3602.908523,25528.98219
5.53,1828067.177,3297165.401,3297165.401,1.337508127,9.292882683,0.004190855,1.13E-05,0.386324757,2.563882452,0.100052555,170.1179657,0.002828035,0.0377,67351.9753,1.395761374,1183.775342,3.462135065,3598.938945,25565.01375
5.54,1826395.614,3292547.484,3292547.484,1.336166231,9.30624305,0.004179628,1.12E-05,0.386033483,2.567742916,0.100107558,169.7605908,0.00282435,0.0377,67290.44774,1.395503734,1183.81447,3.461271237,3594.984407,25600.96101
5.55,1824726.539,3287939.75,3287939.75,1.334826498,9.319606012,0.004168398,1.12E-05,0.385742599,2.571603123,0.100162563,169.4041633,0.002820672,0.0377,67229.01525,1.395246017,1183.853523,3.460408206,3591.035781,25636.91345
5.56,1823063.767,3283353.152,3283353.152,1.333492189,9.332939598,0.004157194,1.12E-05,0.385452692,2.575457771,0.100217571,169.0490942,0.002817005,0.0377,67167.81926,1.394988817,1183.89234,3.459549181,3587.1021,25672.78178
5.57,1821403.451,3278776.594,3278776.594,1.332160013,9.34627586,0.004145987,1.12E-05,0.385163172,2.579312177,0.100272582,168.6949629,0.002813345,0.0377,67106.71813,1.394731542,1183.931085,3.458690934,3583.174262,25708.6555
5.58,1819749.394,3274220.982,3274220.982,1.330833219,9.359582816,0.004134804,1.12E-05,0.38487462,2.583161037,0.100327596,168.3421781,0.002809696,0.0377,67045.85286,1.394474785,1183.969598,3.45783667,3579.261275,25744.44532
5.59,1818097.763,3269675.269,3269675.269,1.329508527,9.372892529,0.00412362,1.12E-05,0.38458645,2.587009671,0.100382612,167.9903214,0.002806053,0.0377,66985.08222,1.394217955,1184.008043,3.456983165,3575.354066,25780.24074
5.6,1816452.35,3265150.315,3265150.315,1.328189176,9.386173004,0.00411246,1.12E-05,0.384299242,2.59085277,0.100437631,167.6397994,0.002802422,0.0377,66924.54676,1.393961647,1184.04626,3.456133617,3571.461615,25815.95245
5.61,1814809.332,3260635.121,3260635.121,1.326871896,9.399456316,0.004101297,1.12E-05,0.384012411,2.594695656,0.100492653,167.290196,0.002798797,0.0377,66864.10572,1.393705266,1184.084413,3.455284811,3567.574879,25851.66998
5.62,1813172.492,3256140.501,3256140.501,1.325559917,9.41271046,0.004090159,1.11E-05,0.383726535,2.598533021,0.100547678,166.9419156,0.002795183,0.0377,66803.89917,1.393449408,1184.122343,3.454439937,3563.70281,25887.30399
5.63,1811538.018,3251655.506,3251655.506,1.324249977,9.425967519,0.004079019,1.11E-05,0.383441031,2.602370188,0.100602705,166.5945445,0.002791575,0.0377,66743.78679,1.39319348,1184.160214,3.453595786,3559.836394,25922.94405
5.64,1809909.683,3247190.902,3247190.902,1.322945297,9.439195477,0.004067903,1.11E-05,0.383156476,2.606201845,0.100657735,166.2484848,0.002787979,0.0377,66683.9082,1.392938077,1184.197866,3.452755543,3555.984558,25958.50077
5.65,1808283.686,3242735.788,3242735.788,1.321642627,9.452426429,0.004056785,1.11E-05,0.382872288,2.610033318,0.100712768,165.9033251,0.002784388,0.0377,66624.1235,1.392682606,1184.235465,3.451916004,3552.138313,25994.06375
5.66,1806663.788,3238300.885,3238300.885,1.320345176,9.465628347,0.00404569,1.11E-05,0.382589042,2.613859294,0.100767804,165.5594654,0.002780809,0.0377,66564.57186,1.392427661,1184.272851,3.451080349,3548.306562,26029.54358
5.67,1805046.202,3233875.341,3233875.341,1.319049705,9.478833336,0.004034594,1.11E-05,0.382306158,2.617685099,0.100822842,165.2164963,0.002777236,0.0377,66505.11382,1.392172649,1184.31019,3.450245378,3544.480344,26065.02989
5.68,1803434.677,3229469.829,3229469.829,1.317759413,9.492009358,0.004023522,1.11E-05,0.38202421,2.62150542,0.100877883,164.874816,0.002773673,0.0377,66445.88807,1.391918166,1184.347321,3.449414268,3540.668534,26100.43324
5.69,1801825.436,3225073.547,3225073.547,1.316471071,9.505188528,0.004012447,1.11E-05,0.381742618,2.625325584,0.100932927,164.5340172,0.002770117,0.0377,66386.75558,1.391663617,1184.38441,3.448583824,3536.862199,26135.84328
5.7,1800222.22,3220697.122,3220697.122,1.315187867,9.518338797,0.004001396,1.11E-05,0.381461957,2.629140276,0.100987974,164.1944959,0.002766572,0.0377,66327.8546,1.391409599,1184.421299,3.447757215,3533.070189,26171.17053
5.71,1798621.263,3216329.798,3216329.798,1.313906584,9.531492289,0.003990343,1.11E-05,0.381181646,2.632954824,0.101043023,163.8558471,0.002763033,0.0377,66269.04644,1.391155515,1184.458153,3.446931254,3529.283597,26206.50469
5.72,1797026.295,3211982.158,3211982.158,1.3126304,9.544616945,0.003979313,1.10E-05,0.380902259,2.636763912,0.101098075,163.5184647,0.002759504,0.0377,66210.46835,1.390901962,1184.494812,3.446109105,3525.511244,26241.75625
5.73,1795433.56,3207643.494,3207643.494,1.311356107,9.557744901,0.003968282,1.10E-05,0.380623219,2.64057287,0.10115313,163.1819458,0.002755982,0.0377,66151.98146,1.390648342,1184.531444,3.445287584,3521.744245,26277.01493
5.74,1793846.778,3203324.343,3203324.343,1.310086874,9.570844084,0.003957274,1.10E-05,0.380345096,2.644376379,0.101208188,162.8466824,0.00275247,0.0377,66093.72243,1.390395249,1184.567888,3.444469851,3517.991393,26312.19118
5.75,1792262.206,3199014.043,3199014.043,1.308819502,9.583946642,0.003946263,1.10E-05,0.380067315,2.648179773,0.101263248,162.5122737,0.002748964,0.0377,66035.55285,1.390142087,1184.604311,3.443652728,3514.24383,26347.37476
5.76,1790683.55,3194723.088,3194723.088,1.307557152,9.597020491,0.003935277,1.10E-05,0.379790444,2.651977728,0.101318312,162.1791096,0.002745469,0.0377,65977.60894,1.389889449,1184.640553,3.44283937,3510.510324,26382.4761
5.77,1789107.078,3190440.862,3190440.862,1.306296635,9.610097788,0.003924288,1.10E-05,0.379513911,2.655775582,0.101373377,161.8467916,0.002741979,0.0377,65919.75276,1.389636739,1184.676779,3.442026604,3506.782041,26417.58498
5.78,1787536.487,3186177.815,3186177.815,1.305041102,9.62314644,0.003913322,1.10E-05,0.379238282,2.65956801,0.101428446,161.5157076,0.0027385,0.0377,65862.1201,1.389384551,1184.71283,3.44121758,3503.067722,26452.61179
5.79,1785968.055,3181923.377,3181923.377,1.303787375,9.636198614,0.003902354,1.10E-05,0.378962986,2.663360348,0.101483518,161.1854611,0.002735027,0.0377,65804.57347,1.389132287,1184.74887,3.44040913,3499.358562,26487.64634
5.8,1784405.468,3177687.953,3177687.953,1.302538594,9.649222204,0.00389141,1.09E-05,0.378688588,2.667147272,0.101538592,160.856438,0.002731565,0.0377,65747.24826,1.388880544,1184.784741,3.439604399,3495.663275,26522.59901
5.81,1782845.014,3173461.019,3173461.019,1.301291592,9.662249389,0.003880463,1.09E-05,0.378414518,2.670934121,0.101593669,160.5282442,0.002728108,0.0377,65690.00742,1.388628722,1184.820605,3.438800226,3491.97308,26557.55962
5.82,1781290.368,3169252.938,3169252.938,1.3000495,9.675248053,0.003869539,1.09E-05,0.378141341,2.674715566,0.101648748,160.2012634,0.002724661,0.0377,65632.98591,1.388377417,1184.856304,3.437999751,3488.296667,26592.43852
5.83,1779737.83,3165053.231,3165053.231,1.29880916,9.688250382,0.003858613,1.09E-05,0.377868488,2.678496948,0.101703831,159.8751036,0.002721221,0.0377,65576.04713,1.388126031,1184.892,3.437199817,3484.62528,26627.32556
5.84,1778191.064,3160872.216,3160872.216,1.297573695,9.701224252,0.003847711,1.09E-05,0.377596522,2.682272938,0.101758916,159.5501467,0.00271779,0.0377,65519.32566,1.387875161,1184.927535,3.436403559,3480.967583,26662.13107
5.85,1776646.38,3156699.461,3156699.461,1.296339956,9.714201859,0.003836805,1.09E-05,0.377324875,2.686048879,0.101814004,159.2260027,0.002714365,0.0377,65462.68532,1.387624206,1184.963071,3.435607826,3477.314847,26696.94492
5.86,1775107.43,3152545.24,3152545.24,1.295111057,9.727151067,0.003825923,1.09E-05,0.377054109,2.689819439,0.101869095,158.9030515,0.002710951,0.0377,65406.26028,1.387373764,1184.998449,3.434815748,3473.675709,26731.67741
5.87,1773570.537,3148399.164,3148399.164,1.293883858,9.740104083,0.003815039,1.09E-05,0.376783658,2.693589962,0.101924188,158.5809052,0.002707542,0.0377,65349.91481,1.387123235,1185.033831,3.43402418,3470.041466,26766.41845
5.88,1772039.342,3144271.468,3144271.468,1.292661464,9.75302876,0.003804178,1.09E-05,0.376514083,2.697355115,0.101979284,158.2599418,0.002704143,0.0377,65293.78268,1.386873216,1185.069058,3.433236246,3466.42073,26801.07828
5.89,1770510.177,3140151.806,3140151.806,1.291440747,9.765957316,0.003793313,1.09E-05,0.376244819,2.701120244,0.102034383,157.9397755,0.00270075,0.0377,65237.72857,1.386623108,1185.10429,3.432448807,3462.804821,26835.74687
5.9,1768986.674,3136050.369,3136050.369,1.290224801,9.778857591,0.003782473,1.08E-05,0.375976425,2.704880014,0.102089485,157.6207824,0.002697367,0.0377,65181.88588,1.386373508,1185.13937,3.431664982,3459.202328,26870.33443
5.91,1767465.174,3131956.856,3131956.856,1.289010507,9.791761814,0.003771629,1.08E-05,0.375708338,2.708639773,0.102144589,157.3025786,0.002693989,0.0377,65126.11971,1.386123816,1185.174457,3.430881637,3455.604597,26904.93092
5.92,1765949.298,3127881.416,3127881.416,1.287800951,9.804637817,0.003760809,1.08E-05,0.375441116,2.712394184,0.102199697,156.9855383,0.002690622,0.0377,65070.56307,1.385874629,1185.209393,3.430101887,3452.02019,26939.44656
5.93,1764435.4,3123813.793,3123813.793,1.286593024,9.817517836,0.003749985,1.08E-05,0.375174197,2.716148596,0.102254807,156.6692798,0.00268726,0.0377,65015.08149,1.385625348,1185.244337,3.429322602,3448.440479,26973.97134
5.94,1762927.088,3119764.093,3119764.093,1.285389802,9.830369693,0.003739185,1.08E-05,0.374908137,2.719897671,0.102309919,156.3541755,0.002683907,0.0377,64959.80758,1.38537657,1185.279131,3.428546893,3444.874001,27008.41542
5.95,1761420.728,3115722.102,3115722.102,1.284188185,9.843225635,0.003728382,1.08E-05,0.374642377,2.723646759,0.102365035,156.0398453,0.002680561,0.0377,64904.60729,1.385127695,1185.313935,3.427771635,3441.312152,27042.86883
5.96,1759919.918,3111697.887,3111697.887,1.282991242,9.856053473,0.003717602,1.08E-05,0.374377471,2.727390521,0.102420153,155.72666,0.002677224,0.0377,64849.61287,1.38487932,1185.348589,3.426999935,3437.763445,27077.2417
5.97,1758421.032,3107681.275,3107681.275,1.281795882,9.868885463,0.003706819,1.08E-05,0.37411286,2.731134309,0.102475274,155.4142415,0.002673893,0.0377,64794.69066,1.384630847,1185.383253,3.426228671,3434.219301,27111.6241
5.98,1756927.66,3103682.294,3103682.294,1.280605164,9.881689406,0.003696059,1.08E-05,0.373849099,2.734872781,0.102530398,155.1029585,0.002670571,0.0377,64739.97255,1.384382871,1185.417767,3.425460947,3430.688208,27145.92613
5.99,1755436.185,3099690.812,3099690.812,1.279416007,9.894497569,0.003685296,1.08E-05,0.373585629,2.738611292,0.102585524,154.7924352,0.002667255,0.0377,64685.32527,1.384134794,1185.452292,3.424693647,3427.161612,27180.23787
6,1753950.186,3095716.816,3095716.816,1.278231461,9.907277741,0.003674557,1.07E-05,0.373323004,2.742344496,0.102640654,154.4830384,0.002663948,0.0377,64630.88035,1.383887213,1185.486666,3.423929868,3423.647978,27214.46941
6.01,1752466.058,3091750.218,3091750.218,1.277048454,9.9200622,0.003663813,1.07E-05,0.373060666,2.746077752,0.102695786,154.174394,0.002660647,0.0377,64576.50493,1.383639528,1185.521049,3.4231665,3420.138774,27248.71084
6.02,1750987.369,3087800.963,3087800.963,1.275870028,9.932818726,0.003653094,1.07E-05,0.372799168,2.749805712,0.102750921,153.8668672,0.002657355,0.0377,64522.33016,1.383392337,1185.555281,3.422406637,3416.642441,27282.87223
6.03,1749510.524,3083859.005,3083859.005,1.27469312,9.945579603,0.00364237,1.07E-05,0.372537955,2.753533736,0.102806058,153.5600858,0.002654069,0.0377,64468.22358,1.383145039,1185.589522,3.421647171,3413.150473,27317.0437
6.04,1748039.081,3079934.249,3079934.249,1.273520764,9.958312603,0.00363167,1.07E-05,0.372277576,2.757256474,0.102861198,153.2544131,0.002650792,0.0377,64414.316,1.382898234,1185.623611,3.420891193,3409.671287,27351.13528
6.05,1746569.455,3076016.691,3076016.691,1.272349904,9.971050021,0.003620966,1.07E-05,0.372017478,2.760979288,0.102916341,152.949479,0.002647521,0.0377,64360.47532,1.382651319,1185.657707,3.4201356,3406.1964,27385.23713
6.06,1745105.195,3072116.197,3072116.197,1.271183566,9.983759616,0.003610286,1.07E-05,0.37175821,2.764696827,0.102971487,152.6456447,0.002644259,0.0377,64306.832,1.382404895,1185.691649,3.419383478,3402.734205,27419.25925
6.07,1743642.726,3068222.803,3068222.803,1.270018706,9.996473695,0.003599602,1.07E-05,0.37149922,2.768414453,0.103026636,152.3425422,0.002641002,0.0377,64253.25435,1.382158359,1185.725596,3.418631729,3399.276245,27453.29182
6.08,1742185.585,3064346.336,3064346.336,1.268858338,10.00916001,0.003588941,1.07E-05,0.371241055,2.772126814,0.103081787,152.040531,0.002637755,0.0377,64199.87246,1.381912311,1185.759388,3.417883435,3395.830888,27487.24482
6.09,1740730.208,3060476.871,3060476.871,1.267699427,10.02185086,0.003578277,1.07E-05,0.370983164,2.775839274,0.103136941,151.7392448,0.002634513,0.0377,64146.55503,1.38166615,1185.793184,3.417135502,3392.3897,27521.20845
6.1,1739280.122,3056624.198,3056624.198,1.266544981,10.03451401,0.003567635,1.06E-05,0.370726094,2.77954648,0.103192098,151.4390414,0.00263128,0.0377,64093.43179,1.381420474,1185.826822,3.416391007,3388.961027,27555.09265
6.11,1737831.775,3052778.433,3052778.433,1.265391973,10.04718177,0.00355699,1.06E-05,0.370469295,2.783253797,0.103247258,151.1395563,0.002628053,0.0377,64040.37182,1.381174683,1185.860461,3.415646863,3385.53646,27588.98767
6.12,1736388.682,3048949.325,3048949.325,1.264243401,10.05982186,0.003546368,1.06E-05,0.370213311,2.786955868,0.10330242,150.8411457,0.002624835,0.0377,63987.50452,1.380929376,1185.89394,3.414906141,3382.124319,27622.80342
6.13,1734947.3,3045127.031,3045127.031,1.263096248,10.07246664,0.003535742,1.06E-05,0.369957596,2.790658063,0.103357585,150.5434469,0.002621622,0.0377,63934.69933,1.380683951,1185.927417,3.414165758,3378.71622,27656.63017
6.14,1733511.138,3041321.263,3041321.263,1.261953504,10.0850838,0.00352514,1.06E-05,0.369702692,2.794355023,0.103412753,150.2468143,0.002618418,0.0377,63882.08531,1.380439009,1185.960732,3.413428783,3375.320461,27690.37779
6.15,1732076.66,3037522.216,3037522.216,1.260812159,10.09770571,0.003514533,1.06E-05,0.369448053,2.798052118,0.103467924,149.9508869,0.002615219,0.0377,63829.53228,1.380193946,1185.994043,3.412692135,3371.928678,27724.13658
6.16,1730647.365,3033739.565,3033739.565,1.259675197,10.11030006,0.00350395,1.06E-05,0.369194221,2.801743987,0.103523097,149.6560176,0.002612029,0.0377,63777.16895,1.379949364,1186.027188,3.411958879,3368.54915,27757.8164
6.17,1729219.728,3029963.543,3029963.543,1.258539616,10.12289921,0.003493362,1.06E-05,0.368940651,2.805436003,0.103578273,149.3618472,0.002608845,0.0377,63724.86551,1.379704659,1186.060326,3.411225941,3365.173536,27791.50757
6.18,1727797.238,3026203.787,3026203.787,1.25740839,10.13547087,0.003482798,1.06E-05,0.368687884,2.809122803,0.103633452,149.0687267,0.002605669,0.0377,63672.75035,1.379460434,1186.093296,3.410496379,3361.81009,27825.11991
6.19,1726376.38,3022450.572,3022450.572,1.256278527,10.14804738,0.003472229,1.06E-05,0.368435375,2.812809761,0.103688634,148.7762989,0.002602499,0.0377,63620.69399,1.379216084,1186.126255,3.409767125,3358.450495,27858.74378
6.2,1724960.634,3018713.495,3018713.495,1.255152994,10.16059645,0.003461684,1.05E-05,0.368183665,2.816491513,0.103743818,148.484913,0.002599338,0.0377,63568.82451,1.378972211,1186.159042,3.409041232,3355.102984,27892.28896
6.21,1723546.493,3014982.87,3014982.87,1.254028805,10.17315045,0.003451134,1.05E-05,0.36793221,2.820173434,0.103799005,148.1942136,0.002596181,0.0377,63517.01279,1.378728212,1186.191816,3.408315636,3351.759261,27925.84584
6.22,1722137.429,3011268.258,3011268.258,1.25290892,10.18567704,0.003440608,1.05E-05,0.36768155,2.82385016,0.103854195,147.9045481,0.002593034,0.0377,63465.38657,1.378484689,1186.224414,3.407593388,3348.427538,27959.32419
6.23,1720729.945,3007560.01,3007560.01,1.251790362,10.19820863,0.003430077,1.05E-05,0.367431142,2.827527066,0.103909388,147.615563,0.002589892,0.0377,63413.81709,1.378241037,1186.256995,3.406871427,3345.099542,27992.8144
6.24,1719327.503,3003867.65,3003867.65,1.250676082,10.21071286,0.003419569,1.05E-05,0.367181525,2.831198785,0.103964584,147.3276042,0.002586758,0.0377,63362.43178,1.377997859,1186.289399,3.406152799,3341.783462,28026.22622
6.25,1717926.614,3000181.568,3000181.568,1.249563113,10.22322215,0.003409057,1.05E-05,0.366932157,2.834870697,0.104019782,147.0403196,0.00258363,0.0377,63311.1022,1.37775455,1186.321781,3.405434448,3338.471049,28059.65008
6.26,1716530.733,2996511.251,2996511.251,1.248454395,10.23570414,0.003398568,1.05E-05,0.366683576,2.838537431,0.104074983,146.7540535,0.00258051,0.0377,63259.95547,1.377511715,1186.353981,3.404719415,3335.170469,28092.99568
6.27,1715136.38,2992847.127,2992847.127,1.247346971,10.24819124,0.003388075,1.05E-05,0.366435241,2.842204368,0.104130187,146.4684557,0.002577395,0.0377,63208.86352,1.377268746,1186.386157,3.404004651,3331.873496,28126.35349
6.28,1713747,2989198.647,2989198.647,1.246243774,10.26065109,0.003377604,1.05E-05,0.366187688,2.845866138,0.104185393,146.1838688,0.002574289,0.0377,63157.95312,1.377026249,1186.418147,3.403293191,3328.588275,28159.63319
